target_id,temporal_cutoff,sequence_length,normalized_sequence_sha256
5GAE_A,2016-01-27,2884,1e4ff892f1148b1cfcf921a77b89c5c51c91c6bd7c5983bf1369c02dd8f929dc
5GAG_1,2016-01-27,113,69cdc16a2f8477790aa4b9adf93ddf0f973ca4220828de073d30dc34bf984147
5GAK_B,2016-02-24,77,eb3b7b0c79383b6761703320f6c953b25376611e73aee9d0ec7ff2557a296b26
5GAM_W,2016-02-03,31,be8123bc8f2d2c0d95c6a38ee38162edd91febae1f35cd4bb1b7bd9c2b09ccd3
5GAN_V,2016-01-27,160,a3d0e32858fa64db54a8e476c23ea7181acde82a65910a13b4af98d96ac2145c
5GAN_W,2016-01-27,80,be7930d97eeda2c68837e4293c15ffeee9e6f17190ce884963a37e39d7f16752
5GAO_V,2016-01-27,96,df0ac7ac860671e91d20dfcb6a1ecf65002851b931c9d10dcd3323df63e5e494
5GAP_U,2016-01-27,214,b8338b9f8bf8d3bce735a50ff2b28d53001b2b6582fae77d3205c82394436398
5GAP_V,2016-01-27,67,1b69ff7ce673472dad1b88626fc827babad79c0a00bde32d1d2588a19efa259a
5GAP_W,2016-01-27,112,e59c3193799e1f2eba9f1d068c3a70ce2895e5447a65f5eab07cf076a24b9bae
5GM6_L,2016-09-21,66,54f246871d18766a6a202ee9d94876e6321ab689f5adf6aa8b1c5703f618750e
5GMK_L,2016-08-17,127,71708b6bb1fd8efa3c4495965bb6707f9c83ee2bc6899f9dbe7d5918aff989cf
5H1S_A,2017-02-01,2799,5ce73d30d7a4016f2b585b64601cb182bbe429de0c2e067be809a0bc5bc50afd
5H1S_B,2017-02-01,121,2ee557eafd7ee244eb72763009bb391ce68b22e18330c3ad83605d2bfd6ca9aa
5H4P_1,2017-01-25,3091,3bdf0c37bec68d76c28d1cec759fdd4acb680b0fada31541b1043446bd187d26
5H5U_5,2017-01-25,76,52a1e61473775f1b9db88184a93a183d603d7ce7ace955e62642c9f9ca4d574a
5H5U_h,2017-01-25,1534,8436a12a3cf3ab5614335d8f32d30838b6ef92e1cb924cb961244420260e9283
5H9F_L,2016-02-17,61,c0fc3d1ba1e2d360f7f9c379547eacbc10eb7d6e02d4a7241c2764713bf797a9
5HAU_2a,2016-04-06,1501,21cb6c053596356f3792dc281ead9e0aa0489044f18b732736eefd2cc1db9a3c
5HCQ_1A,2016-04-06,2746,35268538479616cde447e21b7a33e3f129ff5a6d2e519b447e4afb6713f091d2
5HCR_2A,2016-04-06,2790,c54fd548209ab88b973ec2d6f6fb7a00e68aa35302be42dc0e68e58262e18f93
5HCR_2a,2016-04-06,1483,dc57384e012d47ab2d26814d582eb475043acbea1bd48ff1ccd80a13c2e51230
5HD1_1a,2016-04-06,1477,b4b1cdb97f4bd1992e2f96f08b7669283468bff88fa370f806fcfbd1c35752b4
5HKV_X,2017-05-03,2695,8dec8c3bd56c2dc6f380a4ea6a6bb84f49fb3d8f01e3a58338566b51ec456f40
5HL7_X,2016-12-21,2705,ec8c736fdffc60791bdada6a702041f70a5bada129dc734b60985bd3ebdc1d2c
5HLF_E,2016-02-10,33,4da970cd8a61d90bb80ccc70dcc5d5d5e4123fd4c8a03528c7f7318180e99e6e
5HR6_C,2016-04-13,68,24647fb872772e1d7534f6c4d350495585b5cec24e9e0704955e328041422ba5
5HR6_D,2016-04-13,68,24647fb872772e1d7534f6c4d350495585b5cec24e9e0704955e328041422ba5
5HR7_D,2016-04-13,76,fe0c4ffc0c0d1c06c8c460d594a52233bdfa77293de33bca6ca03f7f8b045c08
5HRT_B,2016-04-06,25,46c62ff3aae47479cdfe6be737e67fc36c58ede21386a926004262775aa67a23
5HSW_B,2017-02-01,18,11b09d45fe51cbb862cac46524a673e4258ebb1edffcb8b883e2885800e1ffaa
5IB7_13,2016-05-25,1499,500e6dbd634acfe575e9c0f28ba60dc7a5e49d5f62db3ab4c6669ed8c84e21c1
5IB7_14,2016-05-25,2826,9c74911da50bda63788f729d06db796b43814dd41f71b0ea4e3f442c4512d1bd
5IB7_1G,2016-05-25,1508,b21c51ddf3e3648ff810d8d089cf1b0a56b591bfb9ddedc14e9b3e4329b25e91
5IB7_1H,2016-05-25,2860,cbdceab923e1fce2c424e4a02d92fc381d452ef1a8852dea139e9211f2ac518b
5IB7_1K,2016-05-25,76,87ca17862c63487980fabcc3cf2501f38c4c74d75c381fc4e4ba29683c0d026b
5IB7_1L,2016-05-25,76,87ca17862c63487980fabcc3cf2501f38c4c74d75c381fc4e4ba29683c0d026b
5IB8_13,2016-05-25,1500,4ef5bca85a7a98c1fe26ef40a7fd367947f2d16800fed3194e0f7d886445cbe4
5IB8_14,2016-05-25,2825,9799ba841bf02b068acdf3a2c4be416bf6474f67ae2645c3fbbdd0207b8f0296
5IB8_1H,2016-05-25,2831,c30218152609c23737c7e17e50ba7514f6ddc831f607efb799e20d8a6c5f6b2c
5IB8_1K,2016-05-25,76,87ca17862c63487980fabcc3cf2501f38c4c74d75c381fc4e4ba29683c0d026b
5IB8_1L,2016-05-25,76,87ca17862c63487980fabcc3cf2501f38c4c74d75c381fc4e4ba29683c0d026b
5IB8_3L,2016-05-25,76,87ca17862c63487980fabcc3cf2501f38c4c74d75c381fc4e4ba29683c0d026b
5IBB_13,2016-05-25,1496,bbb304c674fa205472c9c9bc6c44de3c87dc261b5af485a766ffca66c2b896c7
5IBB_14,2016-05-25,2810,946a22d3a63b759c84689a83f2a832fc1714dae5ec135a2300c650cf8b271cef
5IBB_1G,2016-05-25,1506,b502b59eb31a74ee0c777bf44c8ca658d818c844e6a2577ffdb71ac60b11ffbd
5IBB_1H,2016-05-25,2841,79fffb9d50b5578cb6708c4520b32b0fe42a41c7a2232a45ba03ad7417ec403a
5IBB_1K,2016-05-25,76,305b03a9cec4400a09c73a28c0d73097761974fe0fab1aa16eac7e2b7b7f1f3d
5IBB_1L,2016-05-25,76,305b03a9cec4400a09c73a28c0d73097761974fe0fab1aa16eac7e2b7b7f1f3d
5IBB_2L,2016-05-25,77,494c9e7bfc24981da79fc14bd62299d4b8fd3ca8b90c04207ad267fcf9e010a5
5IBB_3K,2016-05-25,76,305b03a9cec4400a09c73a28c0d73097761974fe0fab1aa16eac7e2b7b7f1f3d
5IBB_3L,2016-05-25,76,305b03a9cec4400a09c73a28c0d73097761974fe0fab1aa16eac7e2b7b7f1f3d
5IEM_A,2016-11-02,57,5600b1992dd4e3d5ec7910eaf627166c40d6d29b4a8fcc9265a5fce73e03f678
5IMR_D,2016-05-18,2889,de1e8d663911b84df45bc8eb9ec9c6dbce3c826053c0ef0ad8a38e924e7e79e7
5IQR_5,2016-05-04,78,cf467a5f7987313266bc6ea4fb6ebdc6c98d95d2b5138cc7a3e406df79c1ca15
5IQR_6,2016-05-04,76,8f304d38480c65a1254057127092e2f589f114c63a6df70f7c36c6f95255ecad
5IT7_4,2016-05-18,190,73a3d8b1b0c14cd6bdb51e01058d4787df0763cd3a9b54daf9215ed44ebbae75
5IT7_5,2016-05-18,3270,dda2602795262efa0411e40753cf538dc0066d722d94d6eced58df7ee5ca9eec
5IT9_i,2016-05-18,192,68bec16e88d20ae74e1b1262da7f99a3af8494ffb9255dbf5cdd82341b6db0d3
5IWA_A,2016-04-27,1509,bd29e42dacb5f5f8adc833f9b264d4b175457da0796d99b861fe1ff7ac86a79d
5J02_A,2016-12-14,418,5fd2977032d13f14b3b1e90e2ee8dca6923813f348c9da3a55b32f6c29162df1
5J4D_FB,2016-05-18,1495,2cab845ed67ceb2790083fb44ec453ebf7b7fbdacd6eceba81c6583074b45427
5J4D_IA,2016-05-18,77,cc475a9b8a945a883c44e3a620f744e2ab42cccbf51640858b77c11c6d8c16f4
5J7L_AA,2016-07-27,1523,722ad2e4fddbcc6e86845d9df0ecac47c582dc21dfc0730fb35a43f7350a7cdb
5J7L_CA,2016-07-27,2875,3eb5f5e4d224e1298a3236e654d1103592b70b6c17eb7ac5c499e36672e186c9
5J7L_DA,2016-07-27,2873,a1896418251ffe35e288fc0da49054fabb3c4ec673c2748073fe4a6b16848277
5J88_AA,2016-07-06,1523,d829dfab5c6ed35e56ee8dad42e3b0ab5825047b5ab51d89c2f67aaa51dd0fe9
5J88_BA,2016-07-06,1522,216f28cd9390918bf53963d5b5690e5dfc8489af77a78c51acf82a840b58bd66
5J8B_A,2016-05-25,2874,0e45758b1ef8b97368b8a17b8428b93c4601b96d5f059633e35600c58cfe7675
5J8B_y,2016-05-25,76,8f304d38480c65a1254057127092e2f589f114c63a6df70f7c36c6f95255ecad
5J91_BA,2016-07-06,1522,d25db39baa548656b8b54929edc6d356177e4d2d2fa676d4f9e5e79baa425bd3
5JB3_4,2016-11-30,76,3807a59848c2f38d10a01c82e8be960380bdd0d2de2f1442d846a8874ad51f8d
5JBG_X,2016-06-01,26,72d0f5b9309937e69c0bc485abb8da0267eada9443b53d30368dd84169169b2e
5JBH_4,2016-12-07,76,3807a59848c2f38d10a01c82e8be960380bdd0d2de2f1442d846a8874ad51f8d
5JC9_BA,2016-07-06,1522,10d8a5e7ee97664f1ed792ab7b5c68b748ca2623f59fa880285681357c254629
5JCS_x,2016-11-16,3394,d0dcde13729b2fcb38a70341bb30e6f35fff63c2bdcef23d48cf1467b585ba95
5JEA_R,2016-07-13,27,47082762c806330c524175c16943133f2be680eba9d0999c8546dcae7a14c971
5JPQ_2,2016-07-27,852,8c8333e44f41706f9143639cd0f667a0cd02868ca6464e732a0a1ea8c7c7a7f5
5JPQ_3,2016-07-27,274,14bea91335d468f9bf567ecaed73b54ab6a447513cae8543a065f6d96b4a6d76
5JTE_AW,2016-07-20,74,5624e3d2c16501d2c943bc9d7a6da4524e7e73aaa3689f229e4b80bcb9a0ef45
5JTE_AY,2016-07-20,65,046fcbab0dbe1985b62250d22b9520322f31b65c4a23b0ad90af100b413ec141
5JU8_AX,2016-07-20,77,eb3b7b0c79383b6761703320f6c953b25376611e73aee9d0ec7ff2557a296b26
5JUS_B,2016-10-05,3309,be5057ec02172ffb6f7209567f410acd5abe99d75146d55a5569bc19310565ae
5JUS_C,2016-10-05,158,6c17d19279593e8dc0449230f7d88a7729158aadfb002f2c3fdcea4f02a24a34
5JUT_EC,2016-10-05,201,95417790422a4d3a560f2319cb7ea16ff01f71d2186715d6e2268e3c2ef56f00
5JUU_B,2016-10-05,3307,6b74eb31c996007712ef6fbc5527200543b06524c553229bcb7cb6f777206d2b
5JVG_X,2016-11-09,2710,388b8c047b378c5a83a0ee84d85073fe86b3782c31c7c60cbe1e11fd518040a5
5JVH_X,2016-11-09,2658,8d0e71099017507a78addb4a5a0a00e2e443cb64200bf9a1bdd049a2dd1f78b9
5JVH_Y,2016-11-09,123,4bf59f7c5c7b887448086d2e44c381b1c934a46778fd5aff49431b0a57e22fcd
5K0Y_A,2016-07-13,1776,ae30255ef618bf4fc6424bea16086f7bb1ef368e2a413e97a0466af5ce9ab22a
5K36_L,2016-11-02,17,34cdf8921a8eaab740ca61d89e32c6aef150890fde7705b7d3b28141879f65f1
5K7D_A,2016-07-13,47,6bf685f8c1afdbfb1cc4870354d6593e7e55b849fec70591a46f5a80de1bb2c8
5KCR_1A,2016-08-17,2873,9b83bb8aa0ca1102b994099631bb4b4e92ecff903f70f803dcef2c4c142019e0
5KCR_1x,2016-08-17,87,a2b1fcfac5d5ab93e754740f3108c7fb609a70a4a93ca7314d7b7833aaacd35a
5KCS_1x,2016-08-17,77,2959e322384464469e46bdbd6e76fae34c8b9aa17a74d319b00454b90ce2c191
5KH8_A,2017-07-19,47,693f144da1664a5568e366b252339dac4dae713aabe67e246166fe4566171814
5KK5_B,2016-08-10,45,654c491274a3e09df1548780d920796e1be3ceeeb742aafd55901abc8b08e610
5KMZ_A,2016-10-12,31,b4fe86910232352eb08ba5ce460baa0078ce576d20a709d450ca63d94b1df847
5KPY_A,2017-01-11,71,e1532ce688220d2631c0d1733e672fa3944db7271d50b7f988caf5c7b3100c91
5KQE_A,2016-08-24,36,2af832d6a7c98019cad63cd37137c94a984804896cf08ddf743168bcacd2a4d1
5KTJ_A,2016-10-05,50,2c2977226956dd9072ed68f424913af62b391000f928e743654e4fcecbba8e19
5L1Z_N,2016-10-26,23,9c68030ce6700b27a5e13f6a26137bb855e9b35177567bb790a01ec8779c7d1e
5L2L_D,2016-12-21,12,4768ed2363dfea00ced6066f4e237a893e5b0737d1d595ad0b95e311cb95f188
5L2L_H,2016-12-21,12,4768ed2363dfea00ced6066f4e237a893e5b0737d1d595ad0b95e311cb95f188
5L3P_A,2016-07-20,2866,0c1842bd38f94537ccea20a9877437791f69c0c1dad8b8fcdcbb6151e98c1b1a
5L3P_y,2016-07-20,73,fbe5d8390bc89f8dc5780694d0c999001f711e5443707f3be0714ad20d84c8ce
5L4O_A,2017-03-01,77,1b3054a4b9b764b357542be893bccab21f75803e8b986a9dd5632b70ef4061cc
5LI0_a,2016-12-28,1547,b1b3c5a19840b8f8ba94c8bdd11c34f173bd56568d210f73c68eb11e6c26fabf
5LJ3_I,2016-08-03,33,df1f352afd08a2dbf44ba5b8c9fbb06283fa6679abf1a212be4732c818bcbbf6
5LJ3_V,2016-08-03,112,e59c3193799e1f2eba9f1d068c3a70ce2895e5447a65f5eab07cf076a24b9bae
5LJ3_Z,2016-08-03,171,7c70afa5eb51efebc34a79054fa21bbe936ebc1d5c37c063f5501b67898071c0
5LKS_L5,2017-04-26,3776,fbaabfa04eb9f3895cf6ec72c1fb125121df9714a14f24ce4ed0feae5ff983e2
5LL6_2,2017-04-12,1325,ffbeb2733329b41cbb4090c57648fe4b1a1d209d64eb6e5eabf1e083750bc2db
5LM7_G,2017-04-05,30,2952aa34dbab2d747ebb23bda2469f0b61480d06a7ff6ccc137e8c649243eccd
5LM7_R,2017-04-05,30,2952aa34dbab2d747ebb23bda2469f0b61480d06a7ff6ccc137e8c649243eccd
5LMS_A,2016-10-05,1514,b70438e3c3f35032ee21306b093d92573c733521f1653b27c291cb4de86e9b1f
5LMU_Z,2016-10-05,77,cc475a9b8a945a883c44e3a620f744e2ab42cccbf51640858b77c11c6d8c16f4
5LQW_2,2016-10-05,81,aea805b7ec5a728882bfa43d7bd1f0a80ca7e354e2dbe52e7b7227e86ac47efb
5LSN_A,2017-09-20,29,2853c88950a19656df079e66c4160d2b250b6f6c2195920726f8abb1e2f90a02
5LWJ_A,2016-12-14,34,cce2b0497aefc6a0b21b07f9634b8faa48cbb298855b09cb182dec86276f787d
5LYU_B,2017-01-25,58,4637b9d1751ac0a7128246ce81d04f793a7232809c098d5d2e13afef46330e6e
5LYV_B,2017-01-25,57,5600b1992dd4e3d5ec7910eaf627166c40d6d29b4a8fcc9265a5fce73e03f678
5LZC_y,2016-11-23,95,6374a12dbabcd0fbc152574ae020c78eb95cfc3015e85c156313802e0454aecf
5LZD_x,2016-11-23,48,40543b47790fe891025b510ab05d370985c622ff3d8b670eb6717b4fba9ca0e2
5LZE_A,2016-11-23,2876,3762c3c2cc4ae25d3bc302f563187179f921fcb95419afc75d3537625c590fac
5LZF_a,2016-11-23,1528,a948cb970561c86d17780d97da7f069dfe0407057a6d692ec2c246804fc25b49
5LZV_2,2016-11-30,76,9cc82343d121fb63b7ebd540fa3b0d2a995c259d6e31f97d730e077996f26c17
5M0H_A,2017-01-18,42,75c084ada4814632055d75401afe592fbed9107ea20fd15f10108a9fe1831027
5M0I_F,2017-01-18,28,5615fc1dd63489fdad90fc251ad6c51834cafdd945e58cc104e2c42599ff1841
5M1J_14,2017-01-18,3295,c8b4b34a54a2c5d64a9b307b91dd8fe9fcca350e73978bd15101603bb12fd106
5M3H_V,2016-12-21,16,2873f5b7ecc4984a72c9033e838bfec0da8a2d4d22c243ce2bcb308b1c784c21
5M73_A,2016-12-07,145,d320a527810b92e47abc240c6e73f6a409ec5e0fe3685dcb1a8e629d573ef64d
5MC6_2,2017-01-18,1767,06c530b7efcca5523e6c7ed9120ac2c7dc4558188f33aeca5d6102f65a7ce642
5MC6_BQ,2017-01-18,3165,991733869672e55536180fb0b513b5b7f0bc19f04f04be793909c79919c2f7d1
5MDV_5,2016-12-14,70,7c9a0a302a90198f4ce37110c07838f529c91bdf61bedbb85811aedc00f40d31
5MGA_B,2017-06-21,40,560dfd61edc378ae0c6d4b4f02358cee86ffeb4aebe2d57b3b8beffe76fb4f4b
5MGP_A,2016-12-14,2900,61e6ff884b8b2c56f79502607c57c11d0bc32b68dc269ce9b22e8f0f2c11567e
5ML7_A,2017-12-20,96,20890527ff12aab566a388050f461f3ce5afc44b75d5950bc2b186e150f368f4
5MLC_A,2016-12-28,2750,8dec622712268cafaa7b2c92162df04ce709f8e4bcb82c35234a8694261b0288
5MLC_B,2016-12-28,121,2ee557eafd7ee244eb72763009bb391ce68b22e18330c3ad83605d2bfd6ca9aa
5MLC_C,2016-12-28,103,b1abc03e7aee5b340a8154652a4763b75b53ef25a7a25233510783ef154659ef
5MMI_B,2017-01-11,121,2ee557eafd7ee244eb72763009bb391ce68b22e18330c3ad83605d2bfd6ca9aa
5MMM_A,2017-01-11,2798,a73539c558a12f8a31647f1feebbfb604bcf5b725e0a79f6bd2208d06cc1847b
5MMM_W,2017-01-11,106,dc9edfb70ff55122b4473779edd1962a6bda1d1f9b330ae51ebe29f16d41108e
5MMM_a,2017-01-11,1484,c9bfb2b003e908372f87c7150311da06338771d0d73646b0d3af3bdbe0f09942
5MPS_5,2017-01-18,141,0ea6c69b26c4439d76ecb455e8780e3134660e3024944a8d11a1f6509dcee9b0
5MQ0_2,2017-01-18,155,55ed6f22f36e46147476ffdf1445982a0325ec7d912f212eb76d61cd70848453
5MQ0_6,2017-01-18,112,e59c3193799e1f2eba9f1d068c3a70ce2895e5447a65f5eab07cf076a24b9bae
5MQF_2,2017-03-22,188,1433100b8169f15fa72fee6f5a1a7852066b4364a1a4f9cb55c288b1b99e5db8
5MQF_6,2017-03-22,106,013a2cfcdf41ad18643d7bc453de31a486ae4bf70909afc1356c281fd42c797d
5MRC_aa,2017-02-15,1501,c24f6e71be32f8bdfb2b00522fb5503560d134d699761097f843bb4e695a2f10
5MRE_A,2017-02-15,2709,a87b553205359de5b83d772f37ff2332209f01fabcc70248947e7bbfa82adf16
5MRE_bb,2017-02-15,76,95ff70d52316b6842423245124a645d059137241dadcad08095df5b620ea3dab
5MS0_R,2017-05-03,29,f24071c944d5367e110606a445cdca4a183a4bb9ad4e209c484a17242ecb025d
5MSF_R,1998-11-11,18,9b7f8a7564274016906881bbfc6abec7e43fe4af972ad2faf272e9b0f2a45d3c
5MSF_S,1998-11-11,18,9b7f8a7564274016906881bbfc6abec7e43fe4af972ad2faf272e9b0f2a45d3c
5MYJ_AA,2017-10-11,1535,e8f001f61c7a91011f4ddccde9f6d0737e16b3f978c7a032c372878fcf66c87a
5MYJ_BA,2017-10-11,2897,7090f1e36995c24df3c5d7aca0cac0aa657ba4cbfeed195d41c986ad0268707c
5MYJ_BB,2017-10-11,115,b2125987cd01a8b19b3939e94c93db6b953988884e3828a2cb1f67c6db24e9e8
5N5C_A,2018-03-14,19,42432f8b174a78147a00ca26554fc40a05e5cf68949366f07738c0fd0f30c39a
5NCO_1,2017-05-24,104,64ea82548c5aef4042dd76a025dc556f807b70ea9e826164b060a7e633078ded
5NCO_A,2017-05-24,2883,d2935ec103073e6dc12642572b52ff3d348edbe8323f22fbea6eabc06e7c5a36
5ND8_A,2017-06-28,2912,9c2727d0847658dce5c6fe528051cac41b15774b5a18fea154dce68eacad4145
5ND8_a,2017-06-28,1542,5012d6d208f454c419dfc421b877be18f81054bf45c6c33e9c165a3e1311b68d
5ND9_A,2017-06-28,2914,b023f0457ad17a259cf3113bd97db338380ea0b932912b2da7faf4c4d1ac4c23
5ND9_B,2017-06-28,114,6ef5f8e4affe7178b7ba792ce6029ec8de5dab02179907bc23496c07670941ca
5ND9_a,2017-06-28,1541,e64d76b8e89f3f6dc5c83fe4f1d0ec888c200b18b647d0063f5766017680eeed
5NDG_1,2017-12-13,3078,3e41511b98f9b5960048c4188cfa33cfa9a176990197c2d828230515970152e0
5NDG_2,2017-12-13,1688,7b335a89231cb900253985029cb357fa527e6e770052bebae53b741d3783373d
5NDG_6,2017-12-13,1700,e5c5a2ce2d07c22c3762f997f48727d533e7c4a7ad97b9f47f374bead473da9a
5NDH_A,2017-05-31,15,5ff1bb31e3eb84c1328fe100cc2af9bce3feddcf7379a5c88867ccaff55606ea
5NDI_B,2017-05-31,20,addee994f68a4dc84f3c1140c03e9f32e0490c5843e729baf1742014d3416474
5NDJ_13,2018-05-02,1508,b78bb980bc4f675222a9447936bca4c83fb694103d123153a9420a7317db507d
5NDK_1G,2017-12-13,1513,dffbe41b6141864df2fad117a7e5f66120620e4fbcb69c9454e4408b07639ce5
5NDV_1,2017-12-13,3078,d4b9f80cf8da40dccdfa08fe3032b20d06c1a01c79089d5a2cab1466fa778a53
5NDV_2,2017-12-13,1712,0381e663c648fe15260320b5f5c3beb457484239f4033b8beb8be0bae60ab5c2
5NDV_5,2017-12-13,3087,d3f4d1d937c81a6e4d4be06b7eae739e8154dbdd4ebde489e96339403f015d1d
5NDV_6,2017-12-13,1683,a4bcd0d95565bc47ecd5b290bace82c700b0caef9ab74ae3fb9bda3d7352aba1
5NDW_1,2017-12-13,3090,d0a59830ef83fee34fc84ba39cf55a3a5c0e8e782536d4b9f20963034d5f45ee
5NDW_2,2017-12-13,1770,6faf2aedf66aafaf86d9d05b5257e013ded4ab70696482445682ec48fa128fb5
5NDW_5,2017-12-13,3080,daff03f766c0c2854a77e3047d81007fc7a25167d77ca54668c0ef6c5d1f7c47
5NDW_6,2017-12-13,1736,be614492a02f0eb44b36e90bc5263d02e4b69d3aafeb0a48c525462b2df465d5
5NFV_B,2017-06-14,46,b6d40830c09fbf91df532652f1ca992bbe18eae1cf7056b05709aa63e98bb9f5
5NG6_B,2017-06-14,43,f502595e400e1aed5c16edee96ccc514963e72aabbea79876cb644add35e9f10
5NJT_A,2017-06-14,1544,d968023c402e3a48bd80f6b1accecc2588575d05ada7df946afaf886d23fbc3e
5NJT_U,2017-06-14,2923,3233f51d131edaf9794d67968014535bf70d66dcc879698615207f5f8bb0c560
5NP6_A,2017-06-14,29,619c5f9bb56b8161a35e8fa7f466adff8cc3000a7c830f65b15baf374fafe816
5NP6_Y,2017-06-14,2879,8984293804b382b8e117696612753d7a9b4105e49149fefc63e36440a61617fc
5NQI_A,2017-07-26,27,52af55010da81d0fd12e6554449eb071fb4f7ad56737afaf1ec78de46aa8c10c
5NRG_X,2017-08-09,2710,58de1a2aa28830768ae6668ee6fbbc444e9246a37a22b57868002267e35b7ca6
5NRL_2,2017-05-31,152,2bb60d6215b3549368fac26dc46b56f879f0e570b8f330f097314de2a7c1134c
5NRL_4,2017-05-31,160,a3d0e32858fa64db54a8e476c23ea7181acde82a65910a13b4af98d96ac2145c
5NRL_5,2017-05-31,214,b8338b9f8bf8d3bce735a50ff2b28d53001b2b6582fae77d3205c82394436398
5NRL_6,2017-05-31,112,e59c3193799e1f2eba9f1d068c3a70ce2895e5447a65f5eab07cf076a24b9bae
5NS3_C,2017-12-20,34,1b75e3ebb6baba8300312d29fccdd63171d3d5f35974fe9a257b87d9034b931b
5NS3_D,2017-12-20,34,1b75e3ebb6baba8300312d29fccdd63171d3d5f35974fe9a257b87d9034b931b
5NS4_C,2017-12-20,33,6c915b7c78f02a0121a329ece89a5f0c65ad066949e97dd9da0135be49ecefe2
5NS4_D,2017-12-20,33,6c915b7c78f02a0121a329ece89a5f0c65ad066949e97dd9da0135be49ecefe2
5NWY_M,2017-07-19,75,79a0d98b7a1e9c48a40674864d87ac44ac2d096638305333a4e0111733675641
5NY8_B,2017-10-18,41,8e55c5bb77543ee9978bdfc786e6c3a69d95e911e93966ea78daabb99d2e5bd2
5NZ3_B,2017-10-18,41,8e55c5bb77543ee9978bdfc786e6c3a69d95e911e93966ea78daabb99d2e5bd2
5NZ6_A,2017-10-18,41,9dc281f861e70db4ed6a6ad3030eb6708212a439f350f5fc12914ab9a4466ba3
5O2R_A,2017-07-26,2900,7b1e7a4a7866df422ccc571bb46256ecb700fd9828326d2aad34ed1930c5e8d7
5O2R_x,2017-07-26,77,2959e322384464469e46bdbd6e76fae34c8b9aa17a74d319b00454b90ce2c191
5O5J_W,2017-07-12,19,371b7be526d17e378f594b98b33baa112cba8afa7c9ffa7dd87b82fada0195fd
5O62_B,2017-10-18,41,8e55c5bb77543ee9978bdfc786e6c3a69d95e911e93966ea78daabb99d2e5bd2
5O69_B,2017-10-18,41,8e55c5bb77543ee9978bdfc786e6c3a69d95e911e93966ea78daabb99d2e5bd2
5O7H_A,2017-08-16,43,62483fbe014866d80c96f7a253cd84474a4fb9eec86c863323a3942cc0abe6bc
5O9Z_2,2017-08-16,100,066ab9388e7514cbb55046a8d1521e134918d4ed1f9053841c4abc76953f0ff8
5O9Z_4,2017-08-16,145,f1a5bf8c780a86d51a156affa450f0ea209eb6c3263729aa24c0bdf3aa48a3d0
5O9Z_6,2017-08-16,106,013a2cfcdf41ad18643d7bc453de31a486ae4bf70909afc1356c281fd42c797d
5OA3_1,2017-08-09,75,f2d5249074521e4d4b1cb94b054fdd71b3a30bfa476ab066d0d09341f278e56d
5OA3_2,2017-08-09,1661,2836c1609f1a54afd3ecbd0b06f17666f765b26f75017461886d6e5735844021
5OA3_3,2017-08-09,186,95c24f19334413e87925b5d86a7164c1e0db11b54466b5d210c1dd96071c8ac5
5OB3_A,2017-10-04,69,dd915b70e493f3491bc3735c1713fdb9f888d01a3e3428bed6e1897d764a1bba
5OBM_1,2017-12-13,3100,8f77fc88beb71a4ae2f76c6626e57d8d44a9b4d30b65cb0daf90beec7f1d626c
5OBM_2,2017-12-13,1712,8a2c4a24a00f64ace14ad7b92c07405234b7294536b2f731e6708c623d27eea2
5OBM_4,2017-12-13,158,6c17d19279593e8dc0449230f7d88a7729158aadfb002f2c3fdcea4f02a24a34
5OBM_5,2017-12-13,3134,23c96c2da3aff256a3baf3db51bf88a569833dca931be8e4bde85c521241a6e7
5OBM_6,2017-12-13,1739,ba86f6feffbf190ea8167ee5c11c9c72811c010e66c2cee2ddcac11dff6e3856
5OMW_B,2017-11-15,87,b28fc96171e069fc86abe7a3df49904e5997448cb12a5f25cd84e48daaa840b4
5OMW_E,2017-11-15,87,b28fc96171e069fc86abe7a3df49904e5997448cb12a5f25cd84e48daaa840b4
5ON2_B,2017-11-15,87,b28fc96171e069fc86abe7a3df49904e5997448cb12a5f25cd84e48daaa840b4
5ON2_E,2017-11-15,87,b28fc96171e069fc86abe7a3df49904e5997448cb12a5f25cd84e48daaa840b4
5ON3_E,2017-11-15,87,b28fc96171e069fc86abe7a3df49904e5997448cb12a5f25cd84e48daaa840b4
5ONH_B,2017-11-15,87,b28fc96171e069fc86abe7a3df49904e5997448cb12a5f25cd84e48daaa840b4
5ONH_E,2017-11-15,87,b28fc96171e069fc86abe7a3df49904e5997448cb12a5f25cd84e48daaa840b4
5OOL_A,2017-09-13,1441,08a7ac3a1b582c6c6d30dceca4f8937cd5dac31a2e92409932ff00e5e4b66d65
5OPT_E,2017-11-15,2022,79b067bafcb67c8a26541f0be1b2b7b7fbb8199a475b8f1b8cd3c00be2259442
5OQL_1,2017-10-11,1350,63c3b22e3706168de2a4cab413c79e6798558bf1c77d617b729d9212876cf554
5OSG_2,2017-11-15,88,ea3ab504b916cfd6d1bd7a93a8ffac395305d67e2f185169ef41dc9bafa6ef7c
5SWD_B,2016-11-23,71,6fc065ccaac1fc481819950f7a1aec52f521bceb2400fb3569de930d11a0547e
5T16_O,2017-02-08,34,2677313f1383d90a2492649c7d60afa7d687b5c8175f82b685e88d0831370f18
5T2A_2,2017-01-25,1814,24b86f7ff7f2db9995dea04b0ba1a4d160a7c79d00fd927f61b5049729070f97
